Creditability,Account_Balance,Duration_of_Credit,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,Guarantors,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
good,-1,9,existing paid,furniture/equipment,2136,62,1,22,male single,none,2,real estate,25,none,own,1,skilled,1,none,yes
bad,94,12,existing paid,radio/tv,1484,no known savings,3,33,male mar/wid,none,1,real estate,25,none,own,1,skilled,1,yes,yes
good,no checking,6,existing paid,repairs,660,844,4,34,male mar/wid,none,4,real estate,23,none,rent,1,unskilled resident,1,none,yes
good,no checking,24,critical/other existing credit,new car,1287,3837,11,7,female div/dep/mar,none,4,real estate,37,none,own,2,skilled,1,yes,yes
good,-1,42,critical/other existing credit,repairs,3394,15,unemployed,18,male single,co applicant,4,car,65,none,own,2,unemp/unskilled non res,1,none,yes
bad,3272,12,all paid,business,609,53,0,6,female div/dep/mar,none,1,real estate,26,none,own,1,unemp/unskilled non res,1,none,yes
good,no checking,12,existing paid,new car,1884,39,7,14,male single,none,4,car,39,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,-1,12,existing paid,furniture/equipment,1620,69,2,27,female div/dep/mar,co applicant,3,life insurance,30,none,own,1,skilled,1,none,yes
good,109,20,delayed previously,other,2629,19,2,29,male single,none,3,car,29,bank,own,2,skilled,1,yes,yes
bad,no checking,12,existing paid,education,719,61,9,9,male single,none,4,car,41,bank,own,1,unskilled resident,2,none,yes
bad,37,48,critical/other existing credit,furniture/equipment,5096,86,2,34,female div/dep/mar,none,3,car,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,9,critical/other existing credit,education,1244,no known savings,8,13,female div/dep/mar,none,4,life insurance,41,none,rent,2,unskilled resident,1,none,yes
bad,-1,36,existing paid,new car,1842,31,0,7,female div/dep/mar,none,4,car,34,none,own,1,skilled,1,yes,yes
good,39,7,existing paid,radio/tv,2576,11,3,34,male single,guarantor,2,real estate,35,none,own,1,skilled,1,none,yes
good,4496,12,existing paid,furniture/equipment,1424,no known savings,13,24,female div/dep/mar,none,4,real estate,55,none,own,1,high qualif/self emp/mgmt,1,yes,yes
bad,155,15,delayed previously,repairs,1512,1511,1,24,male mar/wid,none,3,life insurance,61,stores,own,2,skilled,1,none,yes
good,no checking,36,critical/other existing credit,used car,11054,no known savings,1,18,male single,none,2,car,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,6,existing paid,radio/tv,518,50,2,21,female div/dep/mar,none,1,real estate,29,none,own,1,skilled,1,none,yes
good,no checking,12,no credits/all paid,furniture/equipment,2759,19,11,27,male single,none,4,life insurance,34,none,own,2,skilled,1,none,yes
good,no checking,24,existing paid,used car,2670,86,13,15,male single,none,4,car,35,none,own,1,high qualif/self emp/mgmt,1,yes,yes
bad,-1,24,existing paid,new car,4817,37,5,29,male single,co applicant,3,life insurance,31,none,own,1,skilled,1,yes,yes
good,no checking,24,existing paid,used car,2679,7,0,7,female div/dep/mar,none,1,no known property,29,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,-1,11,critical/other existing credit,new car,3905,63,3,27,male single,none,2,real estate,36,none,rent,2,skilled,2,none,yes
bad,-1,12,existing paid,used car,3386,26,13,21,male single,none,4,no known property,35,none,for free,1,skilled,1,yes,yes
good,-1,6,existing paid,domestic appliance,343,97,0,7,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes
good,no checking,18,existing paid,radio/tv,4594,41,0,24,male single,none,2,car,32,none,own,1,skilled,1,yes,yes
good,-1,36,existing paid,furniture/equipment,3620,67,1,65,male single,guarantor,2,life insurance,37,none,own,1,skilled,2,none,yes
good,-1,15,existing paid,new car,1721,89,0,28,male single,none,3,real estate,36,none,own,1,skilled,1,none,yes
good,35,12,existing paid,furniture/equipment,3017,41,0,21,female div/dep/mar,none,1,real estate,34,none,rent,1,high qualif/self emp/mgmt,1,none,yes
good,66,12,existing paid,retraining,754,no known savings,14,16,male single,none,4,life insurance,38,none,own,2,skilled,1,none,yes
good,no checking,18,existing paid,business,1950,41,6,16,male single,none,1,car,34,stores,own,2,skilled,1,yes,yes
good,-1,24,existing paid,used car,2924,63,1,22,male single,guarantor,4,no known property,63,bank,own,1,skilled,2,yes,yes
bad,-1,24,delayed previously,radio/tv,1659,67,0,10,female div/dep/mar,none,2,car,29,none,rent,1,unskilled resident,1,yes,yes
good,no checking,48,delayed previously,radio/tv,7238,no known savings,12,22,male single,none,3,car,32,bank,own,2,skilled,2,none,yes
good,no checking,33,delayed previously,business,2764,21,1,34,female div/dep/mar,none,2,car,26,none,own,2,skilled,1,yes,yes
good,no checking,24,delayed previously,used car,4679,32,6,21,male single,none,3,car,35,none,own,2,unskilled resident,1,yes,yes
bad,64,24,existing paid,radio/tv,3092,193,0,22,male mar/wid,none,2,car,22,none,rent,1,skilled,1,yes,yes
bad,-1,6,existing paid,education,448,30,0,26,female div/dep/mar,none,4,life insurance,23,none,own,1,skilled,1,none,yes
bad,-1,9,existing paid,new car,654,15,3,16,male single,none,3,car,28,none,own,1,unskilled resident,1,none,yes
good,no checking,6,existing paid,retraining,1238,no known savings,unemployed,22,male single,none,4,life insurance,36,none,own,1,high qualif/self emp/mgmt,2,yes,yes
bad,59,18,critical/other existing credit,radio/tv,1245,51,3,29,male mar/wid,none,2,car,33,none,own,1,skilled,1,none,yes
bad,-1,18,no credits/all paid,furniture/equipment,3114,9,0,69,female div/dep/mar,none,4,life insurance,26,none,rent,1,skilled,1,none,yes
good,no checking,39,existing paid,used car,2569,905,1,6,male single,none,4,car,24,none,own,1,skilled,1,none,yes
good,3637,24,existing paid,radio/tv,5152,57,4,24,male single,none,2,car,25,bank,own,1,skilled,1,none,yes
good,157,12,existing paid,business,1037,131,4,21,male single,none,4,real estate,39,none,own,1,unskilled resident,1,none,yes
good,-1,15,critical/other existing credit,furniture/equipment,1478,90,12,4,male single,none,4,car,44,none,own,2,skilled,2,yes,yes
good,7,12,critical/other existing credit,radio/tv,3573,14,3,50,female div/dep/mar,none,1,real estate,23,none,own,1,unskilled resident,1,none,yes
good,121,24,existing paid,new car,1201,28,0,11,male single,none,1,life insurance,26,none,own,1,skilled,1,none,yes
good,-1,30,existing paid,furniture/equipment,3622,4177,11,18,female div/dep/mar,none,4,life insurance,57,none,rent,2,skilled,1,yes,yes
good,no checking,15,delayed previously,furniture/equipment,960,5401,4,24,female div/dep/mar,none,2,life insurance,30,none,own,2,skilled,1,none,yes
good,no checking,12,critical/other existing credit,new car,1163,685,3,4,male single,none,4,real estate,44,none,own,1,skilled,1,yes,yes
bad,113,6,delayed previously,new car,1209,91,unemployed,14,male single,none,4,life insurance,47,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,12,existing paid,radio/tv,3077,36,3,34,male single,none,4,car,52,none,own,1,skilled,1,yes,yes
good,no checking,24,existing paid,new car,3757,1,19,6,female div/dep/mar,co applicant,4,no known property,62,none,for free,1,skilled,1,yes,yes
good,no checking,10,existing paid,new car,1418,281,3,23,male single,none,2,real estate,35,none,rent,1,unskilled resident,1,none,no
good,no checking,6,existing paid,new car,3518,60,2,25,male single,guarantor,3,life insurance,26,none,rent,1,skilled,1,none,yes
good,no checking,12,critical/other existing credit,radio/tv,1934,21,10,34,male single,none,2,no known property,26,none,own,2,skilled,1,none,yes
bad,25,27,no credits/all paid,business,8318,36,16,31,female div/dep/mar,none,4,no known property,42,none,for free,2,high qualif/self emp/mgmt,1,yes,yes
good,no checking,6,critical/other existing credit,radio/tv,1237,128,3,42,female div/dep/mar,none,1,life insurance,27,none,own,2,skilled,1,none,yes
good,52,6,existing paid,radio/tv,368,no known savings,8,5,male single,none,4,life insurance,38,none,own,1,skilled,1,none,yes
good,-1,12,critical/other existing credit,new car,2122,45,2,23,male single,none,2,real estate,39,none,rent,2,unskilled resident,2,none,no
bad,-1,24,existing paid,furniture/equipment,2996,no known savings,3,26,male mar/wid,none,4,car,20,none,own,1,skilled,1,none,yes
bad,194,36,existing paid,furniture/equipment,9034,196,0,7,male single,co applicant,1,no known property,29,none,rent,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,24,critical/other existing credit,furniture/equipment,1585,55,6,22,male single,none,3,life insurance,40,none,own,2,skilled,1,none,yes
good,2,18,existing paid,radio/tv,1301,27,13,17,male mar/wid,guarantor,2,real estate,32,none,own,1,unskilled resident,1,none,yes
good,2220,6,critical/other existing credit,new car,1323,181,14,30,male div/sep,none,4,car,28,none,own,2,skilled,2,yes,yes
bad,-1,24,existing paid,new car,3123,10,0,5,female div/dep/mar,none,1,life insurance,27,none,own,1,skilled,1,none,yes
good,-1,36,existing paid,used car,5493,48,7,25,male single,none,4,no known property,42,none,for free,1,skilled,2,none,yes
good,4765,9,existing paid,radio/tv,1126,108,10,32,male div/sep,none,4,real estate,49,none,own,1,skilled,1,none,yes
bad,53,24,critical/other existing credit,radio/tv,1216,265,0,13,male single,none,4,no known property,38,bank,own,2,skilled,2,none,yes
bad,-1,24,existing paid,new car,1207,23,0,15,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes
bad,no checking,10,existing paid,new car,1309,no known savings,2,22,male single,guarantor,4,life insurance,27,none,own,1,unskilled resident,1,none,yes
good,7785,15,critical/other existing credit,used car,2360,799,3,30,male single,none,2,car,36,none,own,1,skilled,1,yes,yes
bad,47,15,all paid,new car,6850,147,unemployed,44,male single,none,2,life insurance,34,none,own,1,high qualif/self emp/mgmt,2,yes,yes
good,no checking,24,existing paid,radio/tv,1413,18,1,27,male mar/wid,none,2,life insurance,28,none,own,1,skilled,1,none,yes
good,no checking,39,existing paid,used car,8588,397,16,9,male single,none,2,car,45,none,own,1,high qualif/self emp/mgmt,1,yes,yes
bad,-1,12,existing paid,new car,759,96,4,19,male single,none,2,real estate,26,none,own,1,skilled,1,none,yes
good,no checking,36,existing paid,used car,4686,0,3,27,male single,none,2,no known property,32,none,for free,1,high qualif/self emp/mgmt,1,yes,yes
good,3036,15,existing paid,business,2687,9,5,30,male single,none,4,life insurance,26,none,rent,1,skilled,1,yes,yes
good,197,12,delayed previously,radio/tv,585,28,3,13,male mar/wid,co applicant,4,real estate,20,none,rent,2,skilled,1,none,yes
good,no checking,24,existing paid,new car,2255,no known savings,0,10,male single,none,1,life insurance,54,none,own,1,skilled,1,none,yes
good,-1,6,critical/other existing credit,new car,609,77,6,10,female div/dep/mar,none,3,life insurance,37,none,own,2,skilled,1,none,no
good,-1,6,critical/other existing credit,new car,1361,53,0,28,male single,none,4,real estate,40,none,own,1,unskilled resident,2,none,no
bad,no checking,36,critical/other existing credit,furniture/equipment,7127,80,0,25,female div/dep/mar,none,4,life insurance,23,none,rent,2,skilled,1,yes,yes
good,-1,6,existing paid,new car,1203,475,19,24,male single,none,2,life insurance,43,none,own,1,skilled,1,yes,yes
good,no checking,6,critical/other existing credit,radio/tv,700,no known savings,20,18,male single,none,4,no known property,36,none,for free,2,skilled,1,none,yes
good,no checking,24,critical/other existing credit,repairs,5507,85,9,22,male single,none,4,no known property,44,none,for free,2,skilled,1,none,yes
bad,-1,18,existing paid,radio/tv,3190,12,1,32,female div/dep/mar,none,2,real estate,24,none,own,1,skilled,1,none,yes
bad,-1,48,no credits/all paid,furniture/equipment,7119,69,1,20,male single,none,4,no known property,53,none,for free,2,skilled,2,none,yes
good,no checking,24,existing paid,used car,3488,110,4,24,female div/dep/mar,none,4,car,23,none,own,1,skilled,1,none,yes
good,46,18,existing paid,radio/tv,1113,43,2,19,female div/dep/mar,guarantor,4,real estate,26,none,own,1,unskilled resident,2,none,yes
good,148,26,existing paid,used car,7966,72,0,32,male single,none,3,car,30,none,own,2,skilled,1,none,yes
good,no checking,15,critical/other existing credit,education,1532,241,3,25,female div/dep/mar,none,3,car,31,none,own,1,skilled,1,none,yes
good,no checking,4,critical/other existing credit,radio/tv,1503,74,5,28,male single,none,1,real estate,42,none,own,2,unskilled resident,2,none,yes
bad,-1,36,existing paid,radio/tv,2302,12,2,15,male div/sep,none,4,car,31,none,rent,1,skilled,1,none,yes
good,-1,6,existing paid,new car,662,96,0,22,male single,none,4,real estate,41,none,own,1,unskilled resident,2,yes,yes
good,191,36,existing paid,education,2273,93,4,24,male single,none,1,car,32,none,own,2,skilled,2,none,yes
bad,121,15,existing paid,new car,2631,270,1,31,female div/dep/mar,none,4,car,28,none,rent,2,skilled,1,yes,yes
good,no checking,12,delayed previously,used car,1503,31,1,10,male mar/wid,none,4,real estate,41,none,rent,1,skilled,1,none,yes
good,no checking,24,existing paid,radio/tv,1311,442,5,9,male mar/wid,none,3,life insurance,26,none,own,1,skilled,1,yes,yes
good,no checking,24,existing paid,radio/tv,3105,no known savings,0,11,male single,none,2,car,25,none,own,2,skilled,1,none,yes
bad,7760,21,critical/other existing credit,education,2319,13,0,29,male div/sep,none,1,car,33,none,rent,1,skilled,1,none,yes
good,-1,6,existing paid,new car,1374,no known savings,unemployed,22,female div/dep/mar,none,3,life insurance,75,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,68,18,critical/other existing credit,furniture/equipment,3612,27,14,22,female div/dep/mar,none,4,life insurance,37,none,own,1,skilled,1,yes,yes
bad,-1,48,existing paid,new car,7763,19,16,7,male single,none,4,no known property,42,bank,for free,1,high qualif/self emp/mgmt,1,none,yes
good,7917,18,existing paid,furniture/equipment,3049,57,0,51,female div/dep/mar,none,1,life insurance,45,stores,own,1,unskilled resident,1,none,yes
bad,27,12,existing paid,radio/tv,1534,1,0,69,male mar/wid,none,1,real estate,23,none,rent,1,skilled,1,none,yes
good,no checking,24,delayed previously,new car,2032,52,13,6,male single,none,4,no known property,60,none,for free,2,skilled,1,yes,yes
bad,-1,30,existing paid,furniture/equipment,6350,no known savings,17,23,male single,none,4,life insurance,31,none,own,1,skilled,1,none,yes
bad,6985,18,existing paid,furniture/equipment,2864,36,2,26,male single,none,1,real estate,34,none,own,1,unskilled resident,2,none,yes
good,no checking,12,critical/other existing credit,new car,1255,83,10,13,male single,none,4,real estate,61,none,own,2,unskilled resident,1,none,yes
bad,-1,24,delayed previously,new car,1333,64,unemployed,6,male single,none,2,real estate,43,none,for free,2,skilled,2,none,yes
good,no checking,24,critical/other existing credit,new car,2022,59,3,19,female div/dep/mar,none,4,car,37,none,own,1,skilled,1,yes,yes
good,no checking,24,existing paid,radio/tv,1552,56,6,21,male single,none,1,car,32,bank,own,1,skilled,2,none,yes
bad,-1,12,all paid,radio/tv,626,75,1,14,female div/dep/mar,none,4,real estate,24,bank,own,1,unskilled resident,1,none,yes
good,no checking,48,critical/other existing credit,used car,8858,no known savings,4,30,male single,none,1,no known property,35,none,for free,2,skilled,1,yes,yes
good,no checking,12,critical/other existing credit,repairs,996,no known savings,6,18,female div/dep/mar,none,4,real estate,23,none,own,2,skilled,1,none,yes
good,no checking,6,all paid,radio/tv,1750,743,14,26,male single,none,4,life insurance,45,bank,own,1,unskilled resident,2,none,yes
bad,-1,48,existing paid,radio/tv,6999,61,6,41,male mar/wid,guarantor,1,real estate,34,none,own,2,skilled,1,yes,yes
good,107,12,critical/other existing credit,new car,1995,109,0,7,male single,none,1,car,27,none,own,1,skilled,1,none,yes
good,96,9,existing paid,education,1199,82,5,11,female div/dep/mar,none,4,life insurance,67,none,own,2,high qualif/self emp/mgmt,1,yes,yes
bad,24,12,existing paid,radio/tv,1331,36,0,28,male single,none,1,car,22,stores,own,1,skilled,1,none,yes
bad,99,18,no credits/all paid,new car,2278,314,0,20,female div/dep/mar,none,3,car,28,none,own,2,skilled,1,none,yes
bad,no checking,21,no credits/all paid,new car,5003,no known savings,3,48,female div/dep/mar,none,4,life insurance,29,bank,own,2,skilled,1,yes,yes
bad,-1,24,all paid,furniture/equipment,3552,6,5,20,male single,none,4,car,27,bank,own,1,skilled,1,none,yes
bad,26,18,critical/other existing credit,furniture/equipment,1928,58,0,27,male single,none,2,real estate,31,none,own,2,unskilled resident,1,none,yes
good,-1,24,existing paid,used car,2964,no known savings,12,19,male single,none,4,no known property,49,bank,for free,1,skilled,2,yes,yes
bad,-1,24,all paid,radio/tv,1546,83,5,13,male single,guarantor,4,car,24,bank,rent,1,unskilled resident,1,none,yes
good,981,6,delayed previously,radio/tv,683,18,0,33,female div/dep/mar,none,1,life insurance,29,bank,own,1,skilled,1,none,yes
bad,122,36,existing paid,new car,12389,no known savings,3,38,male single,none,4,no known property,37,none,for free,1,skilled,1,yes,yes
good,81,24,delayed previously,business,4712,no known savings,3,10,male single,none,2,life insurance,37,bank,own,2,high qualif/self emp/mgmt,1,yes,yes
good,32,24,delayed previously,radio/tv,1553,243,6,22,female div/dep/mar,none,2,life insurance,23,none,rent,2,skilled,1,yes,yes
bad,-1,12,existing paid,new car,1372,45,5,29,male div/sep,none,3,car,36,none,own,1,skilled,1,none,yes
good,no checking,24,critical/other existing credit,radio/tv,2578,2090,11,25,male single,none,2,car,34,none,own,1,skilled,1,none,yes
good,56,48,existing paid,radio/tv,3979,no known savings,6,6,male single,none,1,car,41,none,own,2,skilled,2,yes,yes
bad,-1,48,existing paid,radio/tv,6758,25,3,23,female div/dep/mar,none,2,car,31,none,own,1,skilled,1,yes,yes
bad,-1,24,existing paid,furniture/equipment,3234,15,0,16,female div/dep/mar,none,4,real estate,23,none,rent,1,unskilled resident,1,yes,yes
good,no checking,30,critical/other existing credit,radio/tv,5954,7,5,20,male single,co applicant,2,car,38,none,own,1,skilled,1,none,yes
good,no checking,24,existing paid,used car,5433,no known savings,unemployed,31,female div/dep/mar,none,4,life insurance,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes
good,-1,15,existing paid,business,806,28,2,5,female div/dep/mar,none,4,life insurance,22,none,own,1,unskilled resident,1,none,yes
good,59,9,existing paid,radio/tv,1082,61,20,19,male single,none,4,car,27,none,own,2,unskilled resident,1,none,yes
good,no checking,15,critical/other existing credit,furniture/equipment,2788,28,5,34,female div/dep/mar,co applicant,3,car,24,bank,own,2,skilled,1,none,yes
good,41,12,existing paid,radio/tv,2930,38,5,30,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes
good,no checking,24,critical/other existing credit,education,1927,no known savings,2,20,female div/dep/mar,none,2,car,33,none,own,2,skilled,1,yes,yes
bad,155,36,critical/other existing credit,new car,2820,33,0,10,male div/sep,none,4,car,27,none,own,2,skilled,1,none,yes
good,no checking,24,existing paid,retraining,937,24,0,9,male mar/wid,none,3,car,27,none,own,2,unskilled resident,1,none,yes
bad,21,18,critical/other existing credit,new car,1056,76,20,23,male single,guarantor,3,real estate,30,bank,own,2,skilled,1,none,yes
good,49,12,critical/other existing credit,new car,3124,91,0,42,male single,none,3,real estate,49,bank,own,2,unskilled resident,2,none,yes
good,no checking,9,existing paid,furniture/equipment,1388,82,3,4,female div/dep/mar,none,2,real estate,26,none,rent,1,skilled,1,none,yes
bad,22,36,existing paid,repairs,2384,69,0,12,male single,none,1,no known property,33,none,rent,1,unskilled resident,1,none,yes
good,no checking,12,existing paid,new car,2133,no known savings,11,19,female div/dep/mar,none,4,no known property,52,none,for free,1,high qualif/self emp/mgmt,1,yes,yes
bad,-1,18,existing paid,furniture/equipment,2039,42,1,42,female div/dep/mar,none,4,real estate,20,bank,rent,1,skilled,1,none,yes
good,-1,9,critical/other existing credit,new car,2799,72,1,34,male single,none,2,real estate,36,none,rent,2,skilled,2,none,yes
good,-1,12,existing paid,furniture/equipment,1289,45,3,11,male single,guarantor,1,life insurance,21,none,own,1,unskilled resident,1,none,yes
bad,-1,18,existing paid,domestic appliance,1217,24,2,14,male mar/wid,none,3,real estate,47,none,own,1,unskilled resident,1,yes,yes
bad,-1,12,critical/other existing credit,furniture/equipment,2246,90,19,23,male single,none,3,life insurance,60,none,own,2,skilled,1,none,yes
good,-1,12,critical/other existing credit,radio/tv,385,28,4,9,female div/dep/mar,none,3,real estate,58,none,own,4,unskilled resident,1,yes,yes
good,115,24,delayed previously,new car,1965,no known savings,2,5,female div/dep/mar,none,4,car,42,none,rent,2,skilled,1,yes,yes
good,no checking,21,existing paid,business,1572,2957,18,12,female div/dep/mar,none,4,real estate,36,bank,own,1,unskilled resident,1,none,yes
bad,11,24,existing paid,new car,2718,91,3,21,female div/dep/mar,none,4,life insurance,20,none,rent,1,unskilled resident,1,yes,yes
bad,-1,24,all paid,other,1358,no known savings,19,9,male single,none,3,car,40,stores,own,1,high qualif/self emp/mgmt,1,yes,yes
bad,186,6,all paid,new car,931,132,0,65,female div/dep/mar,none,1,life insurance,32,stores,own,1,unskilled resident,1,none,yes
bad,-1,24,existing paid,new car,1442,80,5,8,female div/dep/mar,none,4,car,23,none,rent,2,skilled,1,none,yes
bad,107,24,no credits/all paid,business,4241,43,3,35,male single,none,4,real estate,36,none,own,3,unskilled resident,1,yes,yes
bad,no checking,18,critical/other existing credit,new car,2775,39,4,33,male single,none,2,life insurance,31,bank,own,2,skilled,1,none,yes
good,no checking,24,delayed previously,business,3863,57,3,42,male single,none,2,no known property,32,none,for free,1,skilled,1,none,yes
good,32,7,existing paid,radio/tv,2329,28,0,49,female div/dep/mar,guarantor,1,real estate,45,none,own,1,skilled,1,none,yes
bad,180,9,existing paid,furniture/equipment,918,80,2,27,female div/dep/mar,none,1,life insurance,30,none,own,1,skilled,1,none,yes
bad,82,24,all paid,education,1837,51,4,12,female div/dep/mar,none,4,no known property,34,bank,for free,1,unskilled resident,1,none,yes
bad,no checking,36,existing paid,furniture/equipment,3349,11,3,7,female div/dep/mar,none,2,car,28,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,5899,10,existing paid,furniture/equipment,1275,70,0,8,female div/dep/mar,none,2,life insurance,23,none,own,1,skilled,1,none,yes
good,-1,24,all paid,furniture/equipment,2828,733,2,13,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes
good,no checking,24,critical/other existing credit,business,4526,34,3,23,male single,none,2,real estate,74,none,own,1,high qualif/self emp/mgmt,1,yes,yes
bad,45,36,existing paid,radio/tv,2671,328,2,35,female div/dep/mar,co applicant,4,no known property,50,none,for free,1,skilled,1,none,yes
good,no checking,18,existing paid,radio/tv,2051,62,0,8,male single,none,1,real estate,33,none,own,1,skilled,1,none,yes
good,no checking,15,existing paid,used car,1300,no known savings,11,17,male single,none,4,no known property,45,bank,for free,1,skilled,2,none,yes
bad,-1,12,existing paid,domestic appliance,741,235,unemployed,6,female div/dep/mar,none,3,life insurance,22,none,own,1,skilled,1,none,yes
bad,4077,10,existing paid,new car,1240,249,12,67,female div/dep/mar,none,4,no known property,48,none,for free,1,unskilled resident,2,none,yes
good,-1,21,existing paid,radio/tv,3357,2312,0,34,female div/dep/mar,none,2,car,29,bank,own,1,skilled,1,none,yes
good,-1,24,all paid,used car,3632,68,2,35,female div/dep/mar,guarantor,4,car,22,bank,rent,1,skilled,1,none,no
bad,no checking,18,delayed previously,furniture/equipment,1808,33,4,5,female div/dep/mar,none,1,real estate,22,none,own,1,skilled,1,none,yes
good,48,48,no credits/all paid,business,12204,no known savings,3,27,male single,none,2,car,48,bank,own,1,high qualif/self emp/mgmt,1,yes,yes
good,86,60,delayed previously,radio/tv,9157,no known savings,3,29,male single,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,none,yes
good,-1,6,critical/other existing credit,new car,3676,47,3,45,male single,none,3,real estate,37,none,rent,3,skilled,2,none,yes
bad,2,30,existing paid,furniture/equipment,3441,129,3,27,female div/dep/mar,co applicant,4,car,21,none,rent,1,skilled,1,none,yes
good,no checking,12,existing paid,new car,640,72,2,7,male div/sep,none,2,real estate,49,none,own,1,unskilled resident,1,none,yes
good,177,21,critical/other existing credit,business,3652,8,4,30,male single,none,3,life insurance,27,none,own,2,skilled,1,none,yes
bad,no checking,18,critical/other existing credit,new car,1530,74,2,21,male single,none,2,life insurance,32,bank,own,2,skilled,1,none,yes
bad,no checking,48,existing paid,business,3914,no known savings,2,6,male div/sep,none,2,real estate,38,bank,own,1,skilled,1,none,yes
good,-1,12,existing paid,furniture/equipment,1858,60,0,16,female div/dep/mar,none,1,car,22,none,rent,1,skilled,1,none,yes
bad,-1,18,existing paid,radio/tv,2600,45,2,21,male single,none,4,no known property,65,none,for free,2,skilled,1,none,yes
good,no checking,15,existing paid,radio/tv,1979,no known savings,18,14,male single,none,2,car,35,none,own,1,skilled,1,none,yes
good,3887,6,existing paid,furniture/equipment,2116,88,3,31,male single,none,2,real estate,41,none,own,1,skilled,1,yes,yes
bad,182,9,all paid,new car,1437,184,6,26,male single,none,3,no known property,29,none,own,1,skilled,1,none,yes
good,no checking,42,critical/other existing credit,furniture/equipment,4042,521,1,13,male single,none,4,real estate,36,none,own,2,skilled,1,yes,yes
good,no checking,9,existing paid,education,3832,no known savings,14,39,male single,none,4,real estate,64,none,own,1,unskilled resident,1,none,yes
good,-1,24,existing paid,radio/tv,3660,36,3,27,female div/dep/mar,none,4,car,28,none,own,1,skilled,1,none,yes
bad,-1,18,all paid,furniture/equipment,1553,56,1,28,male single,none,3,car,44,bank,own,1,skilled,1,none,yes
good,146,15,existing paid,radio/tv,1444,no known savings,0,15,male single,none,1,life insurance,23,none,own,1,skilled,1,none,yes
bad,no checking,9,existing paid,furniture/equipment,1980,98,0,27,female div/dep/mar,co applicant,2,car,19,none,rent,2,skilled,1,none,yes
bad,151,24,existing paid,new car,1355,81,0,22,female div/dep/mar,none,4,car,25,none,own,1,unskilled resident,1,yes,yes
good,no checking,12,existing paid,education,1393,14,20,17,male single,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes
good,no checking,24,existing paid,radio/tv,1376,531,5,14,female div/dep/mar,none,1,car,28,none,own,1,skilled,1,none,yes
good,no checking,60,delayed previously,radio/tv,15653,18,4,26,male single,none,4,car,21,none,own,2,skilled,1,yes,yes
good,no checking,12,existing paid,radio/tv,1493,57,0,21,female div/dep/mar,none,3,car,34,none,own,1,skilled,2,none,yes
bad,-1,42,delayed previously,radio/tv,4370,38,5,24,male single,none,2,life insurance,26,bank,own,2,skilled,2,yes,yes
bad,-1,18,existing paid,education,750,73,unemployed,4,female div/dep/mar,none,1,real estate,27,none,own,1,unemp/unskilled non res,1,none,yes
good,169,15,existing paid,repairs,1308,46,8,13,male single,none,4,car,38,none,own,2,unskilled resident,1,none,yes
bad,no checking,15,existing paid,education,4623,107,2,20,male single,none,2,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,24,critical/other existing credit,radio/tv,1851,20,5,6,male mar/wid,guarantor,2,car,33,none,own,2,skilled,1,yes,yes
good,-1,18,critical/other existing credit,radio/tv,1880,8,4,17,male mar/wid,none,1,life insurance,32,none,own,2,high qualif/self emp/mgmt,1,yes,yes
bad,no checking,36,delayed previously,business,7980,no known savings,0,4,male single,none,4,car,27,none,rent,2,skilled,1,yes,yes
good,-1,30,no credits/all paid,furniture/equipment,4583,97,3,27,male div/sep,guarantor,2,real estate,32,none,own,2,skilled,1,none,yes
bad,no checking,12,existing paid,new car,1386,579,1,25,female div/dep/mar,none,2,life insurance,26,none,own,1,skilled,1,none,yes
bad,5055,24,existing paid,new car,947,87,6,15,male single,none,3,no known property,38,bank,for free,1,skilled,2,none,yes
bad,-1,12,existing paid,education,684,75,1,18,male single,none,4,car,40,none,rent,1,unskilled resident,2,none,yes
good,-1,48,existing paid,education,7476,95,6,13,male single,none,1,no known property,50,none,for free,1,high qualif/self emp/mgmt,1,yes,yes
bad,149,12,existing paid,furniture/equipment,1922,34,3,12,male single,none,2,life insurance,37,none,own,1,unskilled resident,1,none,yes
bad,-1,24,existing paid,new car,2303,1,19,17,male single,co applicant,1,real estate,45,none,own,1,skilled,1,none,yes
bad,108,36,delayed previously,new car,8086,234,12,32,male single,none,4,car,42,none,own,4,high qualif/self emp/mgmt,1,yes,yes
